doc_id	date	source_url	sha256
20260805-e68a6894	2026-08-05	https://www.treasury.gov.lk/api/file/e68a6894-2b49-48ff-b8f3-eab7ec8b15ad	9a3522d06b8f5d3f309a9cb605edeec54e0028e6df727cec6429f696e748a750
