doc_id	date	source_url	sha256
20260727	2026-07-27	https://www.cbsl.gov.lk/en/statistics/statistical-tables/real-sector/production-indicators	2ce36cf8e920f8723d0a826f8dec5faa01ac13792cfc3815f6054752c658537c
