doc_id	date	source_url	sha256
20260717	2026-07-17	https://www.cbsl.gov.lk/en/statistics/statistical-tables/monetary-sector	c6f304d100680915bf0f03736ad35524f5f933aadf008dad2ef5c63dbe771680
