doc_id	date	source_url	sha256
20260731	2026-07-31	https://www.cbsl.gov.lk/en/statistics/statistical-tables/external-sector	fc48a075d188a8033b8dd0e83f4f11ce61e1532dee83965406765d335fb096ca
