doc_id	date	source_url	sha256
20260731	2026-07-31	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/wei/WEI_20260731_e.pdf	1b9c8fbd33f920078b5cd5973e78467fb57c76f39df6e211ba5eec7ba8638ae5
